Site Number ,Site Type,Site Status,Primary Descriptor
721631401,Primary,Active,"Cavendish Rd, Coorparoo"
721631601,Primary,Active,"Cornwall St, Greenslopes/Stones Corner"
721631801,Primary,Active,"Cavendish Rd, Coorparoo"
721632001,Primary,Active,"Old Cleveland Rd, Carina"
721632002,Primary,Active,"Samuel St, Camp Hill"
721632101,Primary,Active,"Logan Rd, Woolloongabba"
721632401,Primary,Active,"Old Cleveland Rd, Camp Hill"
721632501,Primary,Active,"Wiles St, Camp Hill"
721632502,Primary,Active,"Old Cleveland Rd, Camp Hill"
721632503,Primary,Active,"Stanley Rd, Camp Hill"
721640101,Primary,Active,"Creek Rd, Mount Gravatt East"
721640301,Primary,Active,"Scrub Rd, Carindale"
721640401,Primary,Active,"Gateway Mwy, Carindale"
721640601,Primary,Active,"Pine Mountain Rd, Mount Gravatt East/Carina Heights "
721640602,Primary,Active,"Creek Rd, Carina Heights"
721640603,Primary,Active,"Creek Rd, Carindale"
721640801,Primary,Active,"Pine Mountain Rd, Carindale"
721641101,Primary,Active,"Winstanley St, Carina Heights"
721641201,Primary,Active,"Winstanley St, Carindale"
721641301,Primary,Active,"Scrub Rd, Carindale"
721641601,Primary,Active,"Old Cleveland Rd, Carina"
721641701,Primary,Active,"Creek Rd, Carina Heights/Carindale"
721641801,Primary,Active,"Old Cleveland Rd, Carindale"
721641901,Primary,Active,"Cross St, Belmont"
721642001,Primary,Active,"Grassdale Rd, Belmont"
721642002,Primary,Active,"London Rd, Belmont"
721642101,Primary,Active,"Stanley Rd, Carina"
721642201,Primary,Active,"Creek Rd, Carina"
721642301,Primary,Active,"Meadowlands Rd, Carindale/Carina"
721642401,Primary,Active,"Gateway Mwy, Belmont"
721650001,Primary,Active,"Tilley Rd, Chandler"
721650002,Primary,Active,"Mt Gravatt-Capalaba Rd, Burbank"
721650501,Primary,Active,"Mt Gravatt-Capalaba Rd, Chandler"
721650502,Primary,Active,"Old Cleveland Rd, Capalaba"
721651201,Primary,Active,"Old Cleveland Rd, Chandler"
721651601,Primary,Active,"Stanbrough Rd, Gumdale"
721651602,Primary,Active,"Grassdale Rd, Gumdale"
721651801,Primary,Active,"New Cleveland Rd, Gumdale"
721652101,Primary,Active,"New Cleveland Rd, Gumdale/Wakerley"
721652201,Primary,Active,"Tilley Rd, Wakerley"
721652301,Primary,Active,"Greencamp Rd, Wakerley"
721652302,Primary,Active,"Tilley Rd, Wakerley"
721660101,Primary,Active,"Moreton Bay Rd, Capalaba"
721660102,Primary,Active,"Old Cleveland Rd, Capalaba"
721660201,Primary,Active,"Finucane Rd, Capalaba"
721660202,Primary,Active,"Old Cleveland Rd E, Capalaba"
721660301,Primary,Active,"Finucane Rd, Alexandra Hills"
721660401,Stake Holder,Active,"McMillan Rd, Alexandra Hills"
721660402,Primary,Active,"Allenby Rd, Alexandra Hills"
721660501,Public Complaint,Active,"McDonald Rd, Alexandra Hills"
721660701,Primary,Active,"Old Cleveland Rd E, Birkdale"
721660801,Public Complaint,Active,"Bailey Rd, Birkdale"
721660901,Primary,Active,"Old Cleveland Rd E, Birkdale"
721660902,Primary,Active,"Randall Rd, Birkdale"
721661001,Public Complaint,Active,"McDonald Rd, Wellington Point"
721661301,Primary,Active,"Old Cleveland Rd E, Birkdale"
721661302,Primary,Active,"Birkdale Rd, Birkdale"
721661401,Primary,Active,"Collingwood Rd, Birkdale"
721661402,Primary,Active,"Randall Rd, Birkdale"
721661501,Primary,Active,"Nelson Rd, Wellington Point"
721661502,Primary,Active,"Duncan St, Wellington Point"
721661503,Primary,Active,"Main Rd, Wellington Point"
721661701,Primary,Active,"Quarry Rd, Birkdale"
721661801,Primary,Active,"Birkdale Rd, Birkdale"
721661802,Primary,Active,"Collingwood Rd, Birkdale"
721661901,Stake Holder,Active,"Marlborough Rd, Wellington Point"
721661902,Primary,Active,"Dorsal Dr, Birkdale"
721661903,Primary,Active,"Birkdale Rd, Birkdale"
721662101,Primary,Active,"Railway Pde, Thorneside"
721662102,Primary,Active,"Thorneside Rd, Thorneside"
721662201,Stake Holder,Active,"Mooroondu Rd, Thorneside"
721662501,Primary,Active,"Main Rd, Wellington Point"
721670201,Primary,Active,"Northern Arterial Rd, Ormiston"
721670202,Public Complaint,Active,"Gordon St, Ormiston"
721670601,Primary,Active,"Starkey St, Wellington Point"
721670602,Primary,Active,"Old Cleveland Rd E, Wellington Point"
721670603,Primary,Active,"Old Cleveland Rd E, Wellington Point"
721671601,Public Complaint,Active,"Main Rd, Wellington Point"
723860001,Primary,Active,"Toowoomba-Athol Rd, Westbrook"
723860002,Primary,Active,"Toowoomba-Athol Rd, Westbrook"
723880201,Primary,Active,"Drayton Connection Rd, Finnie"
723880301,Primary,Active,"Gwynne St (Drayton Connection Rd), Drayton"
723881201,Primary,Active,"Toowoomba-Athol Rd (Gore Hwy), Drayton"
723881901,Stake Holder,Active,"Gipps St, Drayton"
723881902,Primary,Active,"Anzac Ave, Drayton"
723882001,Primary,Active,"Drayton Rd, Harristown"
723882002,Primary,Active,"Luck St, Drayton"
723882301,Primary,Active,"Euston Rd, Glenvale"
723882401,Stake Holder,Active,"Alderley St, Harristown"
723882402,Stake Holder,Active,"Anzac Ave, Harristown"
723882501,Public Complaint,Active,"Arabian St, Harristown"
723882502,Primary,Active,"Anzac Ave, Harristown"
723890201,Stake Holder,Active,"Nelson St, Middle Ridge"
723890601,Primary,Active,"Nelson St, Kearneys Spring"
723890701,Stake Holder,Active,"Hume St, Middle Ridge/Kearneys Spring"
723891101,Public Complaint,Active,"Spring St, Kearneys Spring"
723891102,School,Active,"Wuth St, Darling Heights"
723891103,School,Active,"Platz St, Darling Heights"
723891104,Primary,Active,"West St, Kearney's Spring/Darling Heights"
723891201,School,Active,"Spring St, Kearneys Spring"
723891202,School,Active,"Hume St, Middle Ridge/Kearneys Spring"
723891301,Public Complaint,Active,"Ramsay St, Middle Ridge"
723891302,School,Active,"Spring St, Middle Ridge"
723891303,Primary,Active,"Stenner St, Middle Ridge/Centenary Hts"
723891401,Primary,Active,"Stenner St, Middle Ridge/Centenary Heights"
723891402,School,Active,"Stenner St, Middle Ridge/Centenary Heights"
723891403,School,Active,"Mackenzie St, Centenary Heights/Rangeville"
723891501,Primary,Active,"Stenner St, Middle Ridge/Rangeville"
723891502,Primary,Active,"Stenner St, Middle Ridge/Rangeville"
723891701,Primary,Active,"Stenner St, Kearneys Spring"
723891801,School,Active,"Hume St, Centenary Heights/Kearneys Spring"
723891901,Primary,Active,"Ballin Dr, Centenary Heights"
723891903,Primary,Active,"Alderley St, Centenary Hts"
723891904,Primary,Active,"Ramsay St, Centenary Hts"
723892101,Primary,Active,"West St, Harristown/South Toowoomba"
723892201,Primary,Active,"Alderley St, Kearneys Spring/South Toowoomba"
723892202,Primary,Active,"Ruthven St, South Toowoomba"
723892301,Primary,Active,"Hume St, Centenary Heights/South Toowoomba"
723892401,School,Active,"Ramsay St, Centenary Heights"
723892402,School,Active,"South St, Centenary Heights"
723892501,School,Active,"High St, Rangeville"
723892502,School,Active,"South St, Rangeville"
723900601,Stake Holder,Active,"Flagstone Creek Rd, Middle Ridge"
723901101,Public Complaint,Active,"Rowbotham St, Rangeville"
723902101,Primary,Active,"Tourist Rd, Rangeville"
723941701,Public Complaint,Active,"Gatton-Helidon Rd, Grantham"
723952401,Primary,Active,"Gatton-Helidon Rd, Gatton"
723952501,School,Active,"William St, Gatton"
723980001,Stake Holder,Active,"Laidley-Plainland Rd, Plainland"
723980002,Primary,Active,"Laidley-Plainland Rd, Laidley North/Plainland"
723990001,Primary,Active,"Warrego Hwy, Hatton Vale"
723990002,Primary,Active,"Warrego Hwy, Hatton Vale"
723990003,Primary,Active,"Warrego Hwy, Hatton Vale"
724010001,Primary,Active,"Warrego Hwy, Minden"
724021801,Primary,Active,"Warrego Hwy, Haigslea"
724030001,Primary,Active,"Warrego Hwy, Haigslea"
724030002,Primary,Active,"Warrego Hwy, Walloon/Ironbark"
724040001,Primary,Active,"Warrego Hwy, Muirlea/Brassall"
724040002,Primary,Active,"Warrego Hwy, Brassall/Pine Mountain"
724040501,Primary,Active,"Fernvale Rd, Brassall"
724050101,School,Active,"Vogel Rd, Brassall"
724050102,School,Active,"Pine Mountain Rd, Brassall"
724050201,Primary,Active,"Waterworks Rd, North Ipswich"
724050301,Primary,Active,"Warrego Hwy, Tivoli"
724050401,School,Active,"Mt Crosby Rd, Tivoli"
724050901,Primary,Active,"Warrego Hwy, Tivoli"
724060001,School,Active,"Mt Crosby Rd, Karana Downs/Mount Crosby"
724060601,Primary,Active,"Warrego Hwy, North Tivoli/Karalee"
724071001,Primary,Active,"Moggill Rd, Bellbowrie"
724071501,Primary,Active,"Moggill Rd, Bellbowrie"
724072301,Primary,Active,"Mount Crosby Rd, Anstead"
724080401,Primary,Active,"Wacol Station Rd, Wacol"
724080501,Primary,Active,"Ipswich Mwy, Wacol"
724081001,Primary,Active,"Spine St, Sumner"
724081201,Primary,Active,"Sumners Rd, Riverhills"
724081301,Primary,Active,"Sumners Rd, Riverhills"
724081302,Primary,Active,"Horizon Dr, Riverhills"
724081401,School,Active,"Horizon Dr, Middle Park"
724081501,Primary,Active,"Dandenong Rd, Jamboree Heights"
724081503,Primary,Active,"Spine St, Sumner"
724081504,Primary,Active,"Sumners Rd, Sumner/Jamboree Hts"
724081901,Primary,Active,"Westlake Dr, Mount Ommaney"
724082101,Primary,Active,"Moggill Rd, Pinjarra Hills"
724090101,Primary,Active,"Ipswich Mwy, Darra"
724090102,Primary,Active,"Centenary Hwy, Darra"
724090103,Primary,Active,"Centenary Hwy, Darra"
724090301,Primary,Active,"Freeman Rd, Inala"
724090302,Primary,Active,"Boundary Rd, Darra/Richlands"
724090401,Primary,Active,"Rudd St, Oxley/Inala"
724090501,Primary,Active,"Blunder Rd, Oxley"
724090601,Primary,Active,"Centenary Hwy, Sumner "
724090701,School,Active,"Darra Station Rd, Darra"
724090702,School,Active,"Scotts Rd, Darra"
724090703,Primary,Active,"Harcourt Rd, Darra"
724090801,Primary,Active,"Ipswich Mwy, Darra"
724090901,School,Active,"Oxley Rd, Oxley"
724090902,Primary,Active,"Ipswich Mwy, Oxley"
724090903,Primary,Active,"Ipswich Mwy, Oxley"
724091101,Primary,Active,"Monier Rd, Darra"
724091102,Primary,Active,"Westcombe St, Darra"
724091201,Primary,Active,"Ashridge Rd, Darra"
724091202,Primary,Active,"Cardiff Rd, Darra"
724091301,Primary,Active,"Douglas St, Oxley"
724091401,Primary,Active,"Oxley Rd, Oxley"
724091402,Primary,Active,"Oxley Rd, Oxley"
724092001,School,Active,"Pratten St, Corinda"
724092002,School,Active,"Cliveden Ave, Corinda/Oxley"
724092101,School,Active,"Yallambee Rd, Jindalee"
724092201,Primary,Active,"Seventeen Mile Rocks Rd, Sinnamon Park"
724100301,Primary,Active,"Mortimer Rd, Acacia Ridge"
724100302,Primary,Active,"Kerry Rd, Archerfield"
724100303,Primary,Active,"Beatty Rd, Archerfield"
724100401,Primary,Active,"Beaudesert Rd, Coopers Plains/Archerfield"
724100402,Primary,Active,"Beaudesert Rd, Acacia Ridge"
724100801,Primary,Active,"Boundary Rd, Archerfield"
724100802,Primary,Active,"Beatty Rd, Archerfield"
724100901,Primary,Active,"Beaudesert Rd, Coopers Plains/Archerfield"
724101001,Primary,Active,"Orange Grove Rd, Coopers Plains/Salisbury"
724101002,Primary,Active,"Orange Grove Rd, Coopers Plains"
724101201,Primary,Active,"Ipswich Mwy, Rocklea"
724101301,Primary,Active,"Granard Rd, Rocklea/Archerfield"
724101401,Primary,Active,"Beaudesert Rd, Rocklea"
724101501,School,Active,"Lillian Ave, Salisbury"
724101502,Primary,Active,"Riawena Rd, Salisbury "
724101801,Primary,Active,"Muriel Ave, Moorooka"
724101901,School,Active,"Fairlie Tce, Salisbury"
724101902,Primary,Active,"Evans Rd, Salisbury"
724102001,Primary,Active,"Evans Rd, Salisbury"
724102101,Primary,Active,"Sherwood Rd, Rocklea"
724102301,Primary,Active,"Ipswich Rd, Moorooka"
724102401,Primary,Active,"Beaudesert Rd, Moorooka"
724102402,School,Active,"Beaudesert Rd, Moorooka"
724110101,Primary,Active,"McCullough St, Sunnybank"
724110102,Primary,Active,"Troughton Rd, Coopers Plains"
724110103,Primary,Active,"Boundary Rd, Coopers Plains"
724110301,Primary,Active,"McCullough St, Sunnybank/Macgregor"
724110302,Primary,Active,"Granadilla St, Macgregor"
724110801,Primary,Active,"Kessels Rd, Macgregor"
724110901,Primary,Active,"Pacific Mwy, Macgregor"
724111101,Primary,Active,"Orange Grove Rd, Salisbury"
724111301,Primary,Active,"Mains Rd, Macgregor/Nathan"
724111401,Primary,Active,"Logan Rd, Upper Mount Gravatt"
724111501,Primary,Active,"Mt Gravatt-Capalaba Rd, Upper Mount Gravatt"
724111502,Primary,Active,"Dawson Rd, Upper Mount Gravatt"
724111601,Primary,Active,"Orange Grove Rd, Salisbury"
724111801,Primary,Active,"Pacific Mwy, Upper Mt Gravatt"
724112001,Primary,Active,"Logan Rd, Mount Gravatt"
724112002,Primary,Active,"Broadwater Rd, Mount Gravatt East"
724112201,Primary,Active,"Pacific Mwy, Holland Park West"
724112301,Primary,Active,"Bapaume Rd, Holland Park West"
724112401,Primary,Active,"Logan Rd, Mount Gravatt"
724120701,Primary,Active,"Gateway Mwy, Rochedale"
724121101,Public Complaint,Active,"Mt Gravatt-Capalaba Rd, Wishart"
724121601,Primary,Active,"Broadwater Rd, Mansfield"
724121701,Primary,Active,"Ham Rd, Mansfield"
724122101,Primary,Active,"Newnham Rd, Mt Gravatt East"
724122201,Primary,Active,"Wecker Rd, Mansfield"
724130001,Primary,Active,"Alperton Rd, Burbank"
724130002,Primary,Active,"Mount Gravatt-Capalaba Rd, Burbank"
724130003,Primary,Active,"Mount Cotton Rd, Burbank"
724132501,Primary,Active,"Mount Cotton Rd, Capalaba"
724140201,Primary,Active,"Mount Cotton Rd, Sheldon"
724140401,Primary,Active,"Duncan Rd, Sheldon"
724141101,Public Complaint,Active,"Ney Rd, Capalaba"
724141102,Primary,Active,"Mount Cotton Rd, Capalaba"
724141401,Primary,Active,"Redland Bay Rd, Capalaba/Alexandra Hills"
724141701,Primary,Active,"Redland Bay Rd, Capalaba"
724141901,Primary,Active,"Vienna Rd, Alexandra Hills"
724142101,Public Complaint,Active,"Smith St, Capalaba"
724142201,Public Complaint,Active,"Neumann Rd, Capalaba"
724142301,Primary,Active,"Windemere Rd, Alexandra Hills"
724142302,Public Complaint,Active,"Brompton St, Alexandra Hills"
724142401,Primary,Active,"Vienna Rd, Alexandra Hills"
724150101,Primary,Active,"Boundary Rd, Thornlands"
724150201,Primary,Active,"Ziegenfusz Rd, Thornlands"
724150301,Primary,Active,"Cleveland-Redland Bay Rd, Thornlands"
724150701,Primary,Active,"Panorama Dr, Thornlands"
724151301,Primary,Active,"Bloomfield St, Cleveland"
724151701,Stake Holder,Active,"Smith St, Cleveland"
724151702,Primary,Active,"Wellington St, Cleveland"
724151901,Primary,Active,"Passage St, Cleveland"
724152301,Public Complaint,Active,"Queen St, Cleveland"
724152401,Public Complaint,Active,"Middle St, Cleveland"
726350001,School,Active,"Drayton Connection Rd, Vale View"
726361601,Public Complaint,Active,"New England Hwy, Top Camp"
726362101,Primary,Active,"New England Hwy, Kearneys Spring"
726450701,School,Active,"Edward St, Laidley"
726451101,School,Active,"Patrick St, Laidley"
726490001,Primary,Active,"Karrabin-Rosewood Rd, Rosewood"
726510501,School,Active,"Old Toowoomba Rd, One Mile/Leichhardt"
726511001,Primary,Active,"Toongarra Rd, Leichhardt"
726511002,School,Active,"Toongarra Rd, Leichhardt"
726511401,Primary,Active,"Toongarra Rd, Wulkuraka"
726520201,Primary,Active,"Warwick Rd, Ipswich"
726520202,School,Active,"Warwick Rd, Ipswich/Raceview/Churchill"
726520501,Primary,Active,"South Station Rd, Raceview"
726520701,Primary,Active,"Moffatt St, Ipswich"
726520801,School,Active,"Griffith Rd, Ipswich"
726520802,School,Active,"Chermside Rd, Ipswich/Eastern Heights"
726521001,School,Active,"Blackstone Rd, Silkstone"
726521002,School,Active,"Glebe Rd, Silkstone/Booval"
726521101,School,Active,"Burnett St, Sadliers Crossing/Woodend"
726521201,Primary,Active,"Brisbane St, Ipswich"
726521202,Primary,Active,"Limestone St, Ipswich"
726521301,Primary,Active,"Brisbane St, Ipswich"
726521401,Primary,Active,"Brisbane Rd, Newtown/East Ipswich"
726521402,School,Active,"Jacaranda St, East Ipswich"
726521501,Primary,Active,"Brisbane Rd, Booval"
726521801,School,Active,"Downs St, North Ipswich"
726521802,School,Active,"Pine St, North Ipswich"
726521803,Primary,Active,"Downs St, North Ipswich"
726522301,Stake Holder,Active,"Pine Mountain Rd, North Ipswich"
726522302,Primary,Active,"Tantivy St, Tivoli"
726522401,Primary,Active,"Tantivy St, Tivoli"
726530201,Primary,Active,"Mary St, Blackstone"
726530302,Primary,Active,"Cunningham Hwy, Blackstone/New Chum"
726531101,Primary,Active,"Brisbane Rd, Booval"
726531201,School,Active,"Brisbane Rd, Bundamba"
726531401,Primary,Active,"Cunningham Hwy, Ebbw Vale"
726531601,Primary,Active,"Gledson St, North Booval"
726531902,Primary,Active,"Brisbane Rd, Ebbw Vale"
726532001,Primary,Active,"Cunningham Hwy, Dinmore"
726540401,School,Active,"Kruger Pde, Redbank Plains/Bellbird Park"
726540402,Primary,Active,"Kruger Pde, Redbank"
726540501,Primary,Active,"Redbank Plains Rd, Bellbird Park"
726540801,School,Active,"Collingwood Dr, Collingwood Park"
726540901,Primary,Active,"Kruger Pde, Redbank"
726541001,School,Active,"Stuart St, Goodna"
726541301,Primary,Active,"Ipswich Mwy, Redbank"
726541501,Primary,Active,"Ipswich Mwy, Goodna"
726541701,Primary,Active,"Ipswich Mwy, Riverview"
726541702,Primary,Active,"Ipswich Mwy, Redbank"
726541703,Primary,Active,"Ipswich Mwy, Riverview"
726541801,School,Active,"Brisbane Rd, Redbank"
726541901,Primary,Active,"Ipswich Mwy, Redbank"
726542001,Primary,Active,"Ipswich Mwy, Goodna"
726550101,Primary,Active,"Bertha St, Goodna"
726550302,School,Active,"Old Logan Rd, Camira"
726550501,Primary,Active,"Logan Mwy, Carole Park/Ellen Grove"
726550502,Primary,Active,"Cobalt St, Carole Park"
726550801,Primary,Active,"Old Logan Rd, Camira"
726551101,Primary,Active,"Brisbane Tce, Goodna"
726551201,Primary,Active,"Brisbane Tce, Goodna"
726551301,Primary,Active,"Ipswich Mwy, Gailes"
726551401,Primary,Active,"Formation St, Wacol"
726551402,Primary,Active,"Industrial Ave, Wacol"
726551501,School,Active,"Waterford Rd, Ellen Grove/Wacol"
726551502,Primary,Active,"Tile St, Wacol"
726551901,Primary,Active,"Industrial Ave, Wacol"
726552001,Primary,Active,"Boundary Rd, Wacol"
726552401,Primary,Active,"Ipswich Mwy, Wacol"
726552402,Primary,Active,"Wilruna St, Wacol"
726552403,Primary,Active,"Ipswich Mwy, Wacol"
726560201,School,Active,"Grand Ave, Forest Lake"
726560202,Primary,Active,"Woogaroo St, Ellen Grove/Forest Lake"
726560301,Primary,Active,"Forest Lake Bvd, Forest Lake"
726560302,School,Active,"College Ave, Forest Lake"
726560701,School,Active,"Forest Lake Blvd, Forest Lake"
726560702,Primary,Active,"Forest Lake Bvd, Forest Lake"
726561001,Primary,Active,"Blunder Rd, Doolandella"
726561002,Primary,Active,"Blunder Rd, Doolandella"
726561201,Primary,Active,"Archerfield Rd, Inala/Forest Lake"
726561401,School,Active,"Lorikeet St, Inala"
726561501,Primary,Active,"Blunder Rd, Durack"
726561601,Primary,Active,"Centenary Hwy (Centenary Mwy or Western Arterial Rd), Richlands"
726561602,Primary,Active,"Garden Rd, Richlands"
726561701,Primary,Active,"Pine Rd, Richlands"
726561702,Primary,Active,"Archerfield Rd, Inala/Richlands"
726561801,Primary,Active,"Poinsettia St, Inala"
726561802,School,Active,"Poinsettia St, Inala"
726561803,Primary,Active,"Azalea St, Inala"
726561901,Primary,Active,"Serviceton Ave, Inala"
726562001,Primary,Active,"King Ave, Durack"
726562002,Primary,Active,"Blunder Rd, Durack"
726562201,Primary,Active,"Archerfield Rd, Richlands"
726562202,Primary,Active,"Freeman Rd, Richlands"
726562401,School,Active,"Rosemary St, Inala"
726562402,School,Active,"Hampton St, Durack"
726562403,School,Active,"Glenala Rd, Inala/Durack"
