Site Number ,Site Type,Site Status,Primary Descriptor
726590002,Primary,Active,"Gateway Mwy, Rochedale"
726590003,Primary,Active,"Rochedale Rd, Rochedale South"
726590101,Primary,Active,"Compton Rd, Woodridge"
726590401,Primary,Active,"Springwood Rd, Springwood"
726590501,Primary,Active,"Springwood Rd, Springwood"
726590901,Primary,Active,"Springwood Rd, Rochedale South/Springwood"
726591001,Primary,Active,"Parfrey Rd, Rochedale South"
726591501,Primary,Active,"Underwood Rd, Rochedale South"
726592101,Primary,Active,"Pacific Mwy, Eight Mile Plains"
726592102,Primary,Active,"Miles Platting Rd, Eight Mile Plains"
726600001,Public Complaint,Active,"Kloske Rd, Burbank"
726610001,Primary,Active,"Mount Cotton Rd, Mount Cotton"
726610002,Primary,Active,"West Mount Cotton Rd, Sheldon"
726610003,Primary,Active,"Mount Cotton Rd, Sheldon"
726610004,Primary,Active,"Avalon Rd, Sheldon"
726620001,Primary,Active,"Double Jump Rd, Mount Cotton"
726620401,Primary,Active,"Double Jump Rd, Redland Bay/Victoria Point"
726621401,Primary,Active,"Bunker Rd, Victoria Point"
726622001,Primary,Active,"Colburn Ave, Victoria Point"
726622201,Primary,Active,"Boundary Rd, Thornlands"
726622301,Primary,Active,"Boundary Rd, Thornlands"
726622401,Primary,Active,"Cleveland-Redland Bay Rd, Thornlands"
726631101,Primary,Active,"Link Rd, Victoria Point"
726631102,Primary,Active,"Link Rd, Victoria Point"
726631103,Primary,Active,"Colburn Ave, Victoria Point"
726631201,Primary,Active,"Colburn Ave, Victoria Point"
726631601,Primary,Active,"Point O'Halloran Rd, Victoria Point"
726631602,Primary,Active,"School Rd, Victoria Point"
728770001,Primary,Active,"Gore Hwy, Pittsworth/Stoneleigh"
728971001,Primary,Active,"Cunningham Hwy, Willowbank"
728980001,Primary,Active,"Cunningham Hwy,Yamanto/Purga"
728981101,Primary,Active,"Cunningham Hwy, Willowbank"
728981401,Primary,Active,"Cunningham Hwy, Yamanto/Purga"
728990701,Primary,Active,"Cunningham Hwy, Yamanto/Deebing Heights"
728992101,Primary,Active,"Warwick Rd, Churchill"
728992301,Primary,Active,"Whitehill Rd, Raceview"
728992501,School,Active,"Cascade St, Raceview"
729002501,Primary,Active,"Redbank Plains Rd, Redbank Plains"
729011001,School,Active,"Augusta Pkwy, Augustine Heights/Brookwater"
729011301,School,Active,"Willow Rd, Redbank Plains"
729011302,School,Active,"Keidges Rd, Redbank Plains"
729011601,School,Active,"School Rd, Redbank Plains"
729011701,Primary,Active,"Redbank Plains Rd, Redbank Plains"
729021801,Primary,Active,"Old Logan Rd, Camira/Springfield"
729022301,Primary,Active,"Old Logan Rd, Camira"
729031401,Primary,Active,"Johnson Rd, Heathwood/Greenbank"
729032101,Primary,Active,"Johnson Rd, Forest Lake/Greenbank"
729032201,Primary,Active,"Logan Mwy, Forest Lake"
729032202,Primary,Active,"Woogaroo St, Forest Lake"
729032401,Primary,Active,"Wadeville St, Heathwood"
729040501,Primary,Active,"Mt Lindesay Hwy, Browns Plains"
729040701,Primary,Active,"Johnson Rd, Forestdale/Larapinta"
729040901,Primary,Active,"Johnson Rd, Hillcrest/Parkinson"
729041301,Primary,Active,"Logan Mwy, Parkinson"
729041401,Primary,Active,"Logan Mwy, Parkinson"
729041501,Primary,Active,"Beaudesert Rd, Parkinson"
729041502,Primary,Active,"Logan Mwy, Drewvale"
729041503,Primary,Active,"Logan Mwy, Drewvale"
729041504,Primary,Active,"Beaudesert Rd, Drewvale/Parkinson"
729041701,Primary,Active,"Logan Mwy, Larapinta"
729042001,Primary,Active,"Algester Rd, Parkinson"
729042401,Primary,Active,"Algester Rd, Parkinson"
729042402,Primary,Active,"Nottingham Rd, Algester/Parkinson"
729042501,Primary,Active,"Nottingham Rd, Calamvale/Parkinson"
729050101,Primary,Active,"Browns Plains Rd, Browns Plains"
729050102,Primary,Active,"Waller Rd, Browns Plains"
729050201,Primary,Active,"Browns Plains Rd, Browns Plains"
729050202,Primary,Active,"Wembley Rd, Browns Plains"
729050501,Primary,Active,"Juers St, Kingston"
729050801,Primary,Active,"Logan Mwy, Drewvale"
729051101,Primary,Active,"Logan Mwy, Drewvale"
729051201,Primary,Active,"Gateway Mwy, Stretton"
729051202,Primary,Active,"Illaweena St, Drewvale/Stretton"
729051203,Primary,Active,"Illaweena St, Drewvale/Karawatha"
729051301,Primary,Active,"Illaweena St, Drewvale/Karawatha"
729051601,School,Active,"Illaweena St, Stretton/Drewvale"
729051602,Primary,Active,"Beaudesert Rd, Calamvale/Parkinson"
729051701,School,Active,"Gowan Rd, Stretton"
729052101,Primary,Active,"Kameruka St, Calamvale"
729052201,Primary,Active,"Kameruka St, Calamvale"
729052202,Primary,Active,"Gowan Rd, Calamvale/Stretton"
729060101,Primary,Active,"Logan Mwy, Kingston"
729060201,Primary,Active,"Juers St, Kingston"
729060601,Primary,Active,"Bardon Rd, Logan Central/Berrinba"
729060701,Primary,Active,"Jacaranda Ave, Logan Central"
729060801,Primary,Active,"Kingston Rd, Kingston"
729060901,Primary,Active,"Queens Rd, Kingston/Slacks Creek"
729061101,Primary,Active,"Bardon Rd, Logan Central"
729061102,Primary,Active,"Wembley Rd, Berrinba"
729061401,Primary,Active,"Paradise Rd, Slacks Creek"
729061501,Primary,Active,"Pacific Mwy, Slacks Creek"
729061502,Primary,Active,"Pacific Mwy, Daisy Hill"
729061503,Primary,Active,"Pacific Hwy, Slacks Creek"
729061504,Primary,Active,"Paradise Rd, Daisy Hill"
729061601,Primary,Active,"North Rd, Woodridge"
729061701,Primary,Active,"Smith Rd, Woodridge"
729061801,Primary,Active,"Kingston Rd, Slacks Creek/Woodridge"
729061802,Primary,Active,"Smith Rd, Woodridge"
729062101,Primary,Active,"North Rd, Woodridge"
729062102,Primary,Active,"Station Rd, Woodridge"
729062301,Public Complaint,Active,"Park Rd, Slacks Creek"
729062401,Primary,Active,"Pacific Mwy, Springwood"
729062402,Primary,Active,"Dennis Rd, Springwood"
729062501,Primary,Active,"Springwood Rd, Springwood"
729070401,Primary,Active,"Plantain Rd, Shailer Park"
729070601,Primary,Active,"Winnetts Rd, Daisy Hill"
729070602,Primary,Active,"Nujooloo Rd, Slacks Creek"
729071101,Primary,Active,"Daisy Hill Rd, Daisy Hill"
729071102,Primary,Active,"John Paul Dr, Daisy Hill"
729071103,Primary,Active,"Chatswood Rd, Daisy Hill"
729071201,Primary,Active,"Lyndale St, Daisy Hill"
729080001,Primary,Active,"Wuduru Rd, Cornubia"
729081001,Stake Holder,Active,"Orchid Dr, Mount Cotton"
729081002,Primary,Active,"Mount Cotton Rd, Mount Cotton"
729081003,Primary,Active,"Hardwood Dr, Mount Cotton"
729081501,Public Complaint,Active,"Valley Way, Mount Cotton"
729081502,Primary,Active,"Papaya St, Mount Cotton"
729081503,Primary,Active,"Orchid Dr, Mount Cotton"
729090001,Public Complaint,Active,"German Church Rd, Redland Bay"
729091201,Public Complaint,Active,"German Church Rd, Redland Bay"
729092001,Public Complaint,Active,"School of Arts Rd, Redland Bay"
729092002,Primary,Active,"German Church Rd, Redland Bay"
729092501,Primary,Active,"Cleveland-Redland Bay Rd, Redland Bay"
729100601,Primary,Active,"Cleveland-Redland Bay Rd, Redland Bay"
729101601,Primary,Active,"Queen St, Redland Bay"
729102101,Primary,Active,"Weinam St, Redland Bay"
729102102,Stake Holder,Active,"Main St, Redland Bay"
731440001,Primary,Active,"Cunningham Hwy, Willowbank"
731450001,Primary,Active,"Ipswich-Boonah Rd, Purga"
731460001,Primary,Active,"Centenary Hwy (Centenary Mwy), South Ripley"
731470001,Primary,Active,"Centenary Hwy, White Rock"
731482201,Stake Holder,Active,"Centenary Hwy (Centenary Mwy), Redbank Plains"
731500001,Primary,Active,"Goodna Rd (Springfield-Greenbank Arterial), Greenbank"
731500501,Primary,Active,"Middle Rd, Greenbank"
731511201,Primary,Active,"Middle Rd, Boronia Heights"
731511501,Primary,Active,"Green Rd, Regents Park/Park Ridge"
731511801,Primary,Active,"Middle Rd, Boronia Heights"
731511901,Primary,Active,"Mt Lindesay Hwy, Regents Park"
731511902,Primary,Active,"Mt Lindesay Hwy, Boronia Heights"
731512301,Primary,Active,"Middle Rd, Hillcrest"
731512501,Primary,Active,"Vansittart Rd, Regents Park"
731520001,Primary,Active,"Park Ridge Rd, Park Ridge"
731520002,Primary,Active,"Chambers Flat Rd, Logan Reserve/Park Ridge"
731521001,Primary,Active,"Bumstead Rd, Crestmead/Park Ridge"
731521101,Primary,Active,"Green Rd, Heritage Park/Park Ridge"
731521601,Primary,Active,"Waller Rd, Heritage Park/Regents Park"
731522001,Primary,Active,"Browns Plains Rd, Marsden/Crestmead"
731522102,Primary,Active,"Waller Rd, Heritage Park/Regents Park"
731530601,Primary,Active,"Chambers Flat Rd, Crestmead/Logan Reserve"
731530801,Primary,Active,"Beutel St, Waterford West"
731530901,Primary,Active,"Kingston Rd, Waterford West"
731530902,Primary,Active,"Tygum Rd, Waterford West"
731531101,Primary,Active,"Waratah Dr, Crestmead"
731531102,Primary,Active,"Chambers Flat Rd, Waterford West/Crestmead"
731531201,Primary,Active,"Muchow Rd, Waterford West"
731531301,Primary,Active,"Kingston Rd, Waterford West"
731531302,Primary,Active,"Logan Reserve Rd, Waterford West"
731531401,Primary,Active,"Loganlea Rd, Waterford West"
731531601,Primary,Active,"Browns Plains Rd, Marsden"
731531701,Primary,Active,"Chambers Flat Rd, Marsden/Waterford West"
731531702,Primary,Active,"Browns Plains Rd, Marsden"
731531801,Primary,Active,"Monash Rd, Loganlea"
731531802,Primary,Active,"Kingston Rd, Loganlea/Waterford West"
731531803,Primary,Active,"Chambers Flat Rd, Kingston/Waterford West  "
731531901,Primary,Active,"Webb Rd, Loganlea"
731531902,Primary,Active,"Loganlea Rd, Loganlea"
731532301,Primary,Active,"Station Rd, Loganlea"
731532401,Primary,Active,"Station Rd, Loganlea"
731532501,Primary,Active,"Logan Mwy, Meadowbrook"
731532502,Primary,Active,"Logan Mwy, Meadowbrook"
731540601,Primary,Active,"Station Rd, Bethania"
731540901,Primary,Active,"Clarks Rd, Loganholme"
731541701,Primary,Active,"Logan Mwy, Tanah Merah"
731541901,Primary,Active,"Pacific Hwy (Service Rd), Loganholme"
731541902,Primary,Active,"Drews Rd, Loganholme/Tanah Merah"
731542001,Primary,Active,"Beenleigh-Redland Bay Rd, Cornubia"
731542002,Primary,Active,"Beenleigh-Redland Bay Rd, Cornubia"
731542401,Primary,Active,"Bryants Rd, Loganholme/Shailer Park"
731542501,Public Complaint,Active,"Bryants Rd, Loganholme"
731550001,Primary,Active,"Beenleigh-Redland Bay Rd, Carbrook"
731550002,Primary,Active,"Mount Cotton Rd, Cornubia/Carbrook"
731550101,Primary,Active,"River Hills Rd, Eagleby"
731550201,Primary,Active,"Fryar Rd, Eagleby"
731551701,Primary,Active,"Beenleigh-Redland Bay Rd, Cornubia"
731551801,Primary,Active,"Beenleigh-Redland Bay Rd, Carbrook/Cornubia"
731552101,Primary,Active,"California Creek Rd, Cornubia"
733910001,Primary,Active,"Cunningham Hwy, Mutdapilly"
733970901,Primary,Active,"Teviot Rd, North Maclean"
733971001,Primary,Active,"Greenbank Rd, North Maclean/Greenbank"
733972401,Primary,Active,"Old Greenbank Rd, Greenbank"
733972402,Primary,Active,"Middle Rd, Greenbank"
733972403,Primary,Active,"Teviot Rd, Greenbank"
734000001,Primary,Active,"Hein Rd, Buccan"
734000002,Primary,Active,"Waterford-Tamborine Rd, Buccan"
734002001,Primary,Active,"Dairy Creek Rd, Waterford"
734010001,Primary,Active,"Wuraga Rd, Holmview/Bahrs Scrub"
734010901,Primary,Active,"Bahrs Scrub Rd, Bahrs Scrub"
734011401,Primary,Active,"Wuraga Rd, Bahrs Scrub/Beenleigh"
734012001,Primary,Active,"Hammel St, Beenleigh"
734012002,Primary,Active,"Milne St, Beenleigh/Mount Warren Park"
734012401,Primary,Active,"Logan River Rd, Beenleigh"
734020002,Primary,Active,"Stapylton Jacobs Well Rd, Stapylton"
734020301,Stake Holder,Active,Elderslie Rd Yatala
734021101,Primary,Active,"Mount Warren Bvd, Mount Warren Park"
734021201,Primary,Active,"Pacific Mwy, Eagleby"
734021202,Primary,Active,"Martens St, Mount Warren Park/Beenleigh"
734021601,Primary,Active,"Main St, Beenleigh"
734021701,Primary,Active,"Pacific Mwy, Eagleby"
734022101,Primary,Active,"City Rd, Beenleigh"
734022102,Primary,Active,"Saverin Rd, Eagleby"
734022201,Primary,Active,"Fryar Rd, Eagleby"
736110001,Primary,Active,"Gore Hwy, Millmerran"
736390001,Primary,Active,"Ipswich-Boonah Rd, Peak Crossing"
736390002,School,Active,"Fassifern St, Peak Crossing"
736450001,Primary,Active,"Mount Lindesay Hwy, North Maclean"
736460001,Primary,Active,"Kenny Rd, Chambers Flat"
736460002,Primary,Active,"Waterford-Tamborine Rd, Logan Village"
736470001,Primary,Active,"Waterford-Tamborine Rd, Logan Village"
736490001,Primary,Active,"Peachey Rd, Luscombe/Yatala"
736490002,Primary,Active,"Peachey Rd, Ormeau"
736490501,Primary,Active,Orange Mountain Rd Ormeau
736491002,Stake Holder,Active,"Orange Mountain Rd, Ormeau"
736492001,Primary,Active,"Lahrs Rd, Ormeau"
736492003,Stake Holder,Active,"Darlington Dr, Yatala"
736492201,Stake Holder,Active,"Stanmore Rd, Yatala"
738562401,Primary,Active,"Mary St (Gore Hwy), Millmerran"
738830001,Primary,Active,"Cunningham Hwy, Warrill View"
738910001,Primary,Active,"Mundoolun Rd, Jimboomba"
738910002,Primary,Active,"Camp Cable Rd, Jimboomba"
738911201,Primary,Active,"Cusack Ln, Jimboomba"
738911301,Primary,Active,"Mt Lindesay Hwy, Jimboomba"
738920001,Primary,Active,"Waterford-Tamborine Rd, Logan Village/Yarrabilba"
738920002,Primary,Active,"Waterford-Tamborine Rd, Tamborine/Yarrabilba"
738940001,Primary,Active,"Plunkett Rd, Cedar Creek"
738960002,Stake Holder,Active,"Old Pacific Hwy, Pimpama"
738960501,Stake Holder,Active,"Old Pacific Hwy, Pimpama"
738961801,Stake Holder,Active,"Mirambeena Dr, Pimpama"
738961802,School,Active,"Mirambeena Dr, Pimpama "
738962102,Primary,Active,"Tillyroen Rd, Ormeau Hills"
738962103,Primary,Active,"Creek St, Pimpama"
738970001,Stake Holder,Active,"Yawalpah Rd, Pimpama"
741230101,School,Active,"Meara Pl (Clifton-Leyburn Rd), Clifton"
741230201,School,Active,"East St, Clifton"
741440001,Primary,Active,"Mt Lindesay Hwy, Cedar Grove/Cedar Vale"
741470001,Primary,Active,"Waterford-Tamborine Rd, Tamborine"
741470002,Primary,Active,"Plunkett Rd, Tamborine"
741480001,Primary,Active,"Beaudesert Beenleigh Rd, Tamborine"
741490001,Stake Holder,Active,"Tamborine - Oxenford Rd, Wongawallan"
741500901,School,Active,"Reserve Rd, Upper Coomera"
741502501,Primary,Active,"Pacific Mwy, Pimpama"
741510102,Primary,Active,"Pacific Mwy, Upper Coomera"
741510103,Primary,Active,"Pacific Mwy, Coomera"
741510501,Primary,Active,"Hope Island Rd, Hope Island "
741510601,School,Active,"Beattie Rd, Coomera"
741510602,Stake Holder,Active,"Beattie Rd, Coomera"
743700001,Primary,Active,"New England Hwy, Spring Creek"
743820001,Primary,Active,"Cunningham Hwy, Kalbar"
743830701,School,Active,"George St, Kalbar"
743900301,Primary,Active,"Mount Lindesay Hwy, Gleneagle"
743920001,Primary,Active,"Beaudesert-Beenleigh Rd, Mundoolun "
743930001,Primary,Active,"Tamborine Mountain Rd, Tamborine"
743930002,Primary,Active,"Mundoolun Connection Rd, Tamborine "
743930003,Primary,Active,"Beaudesert Beenleigh Rd, Tamborine "
743940001,Primary,Active,"Tamborine Mountain Rd, Tamborine"
743940901,Primary,Active,"Macdonnell Rd, Tamborine Mountain"
743942001,Primary,Active,"Macdonnell Rd, Tamborine Mountain"
743950001,Stake Holder,Active,"Tamborine - Oxenford Rd, Wongawallan"
743960501,Primary,Active,"Universal St, Oxenford"
743961301,Primary,Active,"Maudsland Rd, Oxenford"
743961901,Stake Holder,Active,"Tamborine - Oxenford Rd, Oxenford"
743970401,Primary,Active,"Gold Coast Hwy, Coombabah"
743970602,Stake Holder,Active,"Pacific Mwy, Helensvale"
743970701,Stake Holder,Active,"Discovery Dr, Helensvale"
743971201,Primary,Active,"Discovery Dr, Helensvale"
743971602,Primary,Active,"Old Pacific Hwy, Oxenford"
743971801,Primary,Active,"Helensvale Rd, Helensvale"
743972501,Stake Holder,Active,"Helensvale Rd, Helensvale"
743980301,Primary,Active,"Pine Ridge Rd, Coombabah/Runaway Bay"
743980401,Primary,Active,"Morala Ave, Runaway Bay"
743980402,Primary,Active,"Bayview St, Runaway Bay"
743980801,Primary,Active,"Lae Dr, Runaway Bay"
743980901,Stake Holder,Active,"Morala Ave, Runaway Bay"
743981401,Primary,Active,"Bayview St, Hollywell"
743981801,Primary,Active,"Columbus Dr, Hollywell"
743981901,Primary,Active,"Bayview St, Hollywell"
743982301,Primary,Active,"Oxley Dr, Paradise Point"
744922501,Stake Holder,Active,"Jane St, Cunnamulla"
746271401,School,Active,"Elizabeth St, Aratula"
746280001,Primary,Active,"Lake Moogerah Rd, Fassifern Valley"
746300301,School,Active,"Macquarie St, Boonah"
746310001,Primary,Active,"Beaudesert-Boonah Rd, Coulson"
746350001,Primary,Active,"Beaudesert Boonah Rd, Bromelton"
746360301,Primary,Active,"Beaudesert Bypass Rd, Beaudesert"
746360901,Primary,Active,"Brisbane St, Beaudesert"
746361801,Primary,Active,"Mount Lindesay Hwy, Gleneagle"
746380001,Primary,Active,"Beaudesert-Beenleigh Rd, Birnam "
746390001,Primary,Active,"Mundoolun Connection Rd, Boyland"
746400001,Primary,Active,"Main Western Rd, Tamborine Mountain"
746400401,Primary,Active,"Siganto St, Tamborine Mountain"
746422501,Primary,Active,"Pitcairn Way, Pacific Pines"
746430001,Primary,Active,"Banyula Dr, Gaven"
746430501,Primary,Active,"Smith Street Mwy, Molendinar"
746430502,Primary,Active,"Smith Street Mwy, Parkwood"
746430801,Primary,Active,"Pacific Mwy (access road), Gaven"
746431301,Stake Holder,Active,"Kingston Dr, Arundel"
746432101,School,Active,"Binstead Way, Pacific Pines"
746432201,Primary,Active,"Pacific Pines Bvd, Pacific Pines"
746432202,Stake Holder,Active,"Pacific Mwy, Helensvale"
746432501,Stake Holder,Active,"Brisbane Rd, Coombabah"
746432502,Stake Holder,Active,"Brisbane Rd, Arundel"
746440101,Primary,Active,"Olsen Ave, Molendinar/Southport"
746440102,Primary,Active,"Olsen Ave, Parkwood"
746440201,Primary,Active,"Smith Street Mwy, Southport"
746440701,Primary,Active,"Olsen Ave, Labrador/Arundel"
746440801,Primary,Active,"Kumbari Ave, Labrador"
746440802,Primary,Active,"Musgrave Ave, Southport/Labrador"
746441101,Primary,Active,"Captain Cook Dr, Arundel"
746441102,Primary,Active,"Napper Rd, Arundel/Parkwood"
746441201,Primary,Active,"Olsen Ave, Labrador/Arundel"
746441301,Primary,Active,"Olsen Ave, Labrador/Arundel"
746441401,Primary,Active,"Government Rd, Labrador"
746441701,Stake Holder,Active,"Brisbane Rd, Arundel/Biggera Waters"
746442201,School,Active,"Pine Ridge Rd, Coombabah/Biggera Waters"
746442301,Primary,Active,"Oxley Dr, Biggera Waters"
746442302,Stake Holder,Active,"Limetree Pde, Runaway Bay"
746442401,Stake Holder,Active,"Morala Ave, Runaway Bay"
746450101,Primary,Active,"Seaworld Dr, Main Beach"
746451101,Primary,Active,"Seaworld Dr, Main Beach"
748621801,School,Active,"Arnold St, Allora"
748621901,School,Active,"Warwick St, Allora"
748670001,Primary,Active,"Cunningham Hwy, Maryvale"
748710001,Primary,Active,"Cunningham Hwy, Tarome"
748762302,School,Active,"Yeates Ave, Boonah"
748762303,School,Active,"Church St, Boonah"
748820001,Primary,Active,"Beaudesert Boonah Rd, Beaudesert"
748822301,Primary,Active,"Telemon St, Beaudesert"
748822302,Primary,Active,"Beaudesert Bypass Rd, Beaudesert"
748822501,Primary,Active,"Albert St, Beaudesert"
748862301,Primary,Active,"Main Western Rd, Tamborine Mountain"
748870001,Primary,Active,"Clagiraba Rd, Mt Nathan"
748880701,Primary,Active,"Clagiraba Rd, Clagiraba/Mount Nathan"
748881001,School,Active,"McLaren Rd, Nerang"
748881501,Primary,Active,"Beaudesert-Nerang Rd, Nerang"
748890001,Primary,Active,"Pacific Mwy, Molendinar"
748890201,School,Active,"Alexander Dr, Highland Park"
748890202,Primary,Active,"Alexander Dr, Highland Park"
748890401,Stake Holder,Active,"Pappas Way, Carrara"
748891301,Primary,Active,"Nerang-Broadbeach Rd, Nerang"
748891801,Primary,Active,"Nerang Connection Rd, Nerang"
748892001,Primary,Active,"Ashmore Rd, Molendinar"
748892501,Primary,Active,"Ashmore Rd, Molendinar"
748900101,Public Complaint,Active,"Ross St, Benowa"
748900201,Primary,Active,"Ashmore Rd, Benowa"
748900301,Primary,Active,"Ashmore Rd, Benowa"
748900401,Primary,Active,"Crombie Ave, Bundall"
748900402,Primary,Active,"Ashmore Rd, Bundall"
748900601,Primary,Active,"Ashmore Rd, Benowa/Ashmore"
748900701,Stake Holder,Active,"Heeb St, Benowa/Ashmore"
748900702,Primary,Active,"Currumburra Rd, Ashmore"
748900801,Primary,Active,"Benowa Rd, Benowa"
748900901,Primary,Active,"Slatyer Ave, Bundall/Southport"
748901002,Primary,Active,"Bundall Rd, Bundall"
748901101,Primary,Active,"Ashmore Rd, Benowa/Ashmore"
748901302,Primary,Active,"Wardoo St, Southport/Ashmore"
748901401,Primary,Active,"Cotlew St E, Southport"
748902002,Primary,Active,"Brighton Pde, Southport"
748910001,Primary,Active,"The Esplanade, Surfers Paradise"
748910601,Primary,Active,"Ferny Ave, Surfers Paradise"
748910602,Primary,Active,"Thomas Dr, Surfers Paradise"
748911101,Primary,Active,"Main Beach Pde, Surfers Paradise "
748911102,Primary,Active,"Gold Coast Hwy, Surfers Paradise "
748911601,Primary,Active,"Main Beach Pde, Main Beach "
748911602,Stake Holder,Active,"Waterways Dr, Main Beach"
748912101,Primary,Active,"Gold Coast Hwy, Southport"
751090001,Primary,Active,"New England Hwy, Glengallan"
751090002,Primary,Active,"New England Hwy, Mount Marshall"
751140001,Primary,Active,"Cunningham Hwy, Tregony"
751150001,Primary,Active,"Cunningham Hwy, Fisher Park"
751200001,School,Active,"Reckumpilla St, Mount Alford"
751322201,Primary,Active,"Beaudesert-Nerang Rd, Witheren"
751341001,Primary,Active,"Worongary Rd, Tallai/Worongary"
751350101,Primary,Active,"Worongary Rd, Worongary/Tallai"
751350401,Primary,Active,"Pacific Mwy, Mudgeeraba"
751351001,Primary,Active,"Gooding Dr, Merrimac"
751351801,Primary,Active,"Hinkler Dr, Worongary"
751352201,Primary,Active,"Alexander Dr, Highland Park"
751352301,School,Active,"Explorers Way, Worongary"
751352302,Primary,Active,"Hinkler Dr, Worongary"
751352303,Stake Holder,Active,"Explorers Way, Worongary"
751360401,Primary,Active,"Markeri St, Mermaid Waters"
751360402,Primary,Active,"Bermuda St (Southport-Burleigh Rd), Robina/Mermaid Waters"
751360701,Primary,Active,"Robina Pkwy, Merrimac/Clear Island Waters"
751360801,Stake Holder,Active,"Santa Cruz Bvd, Clear Island Waters"
751360901,Primary,Active,"Santa Cruz Bvd, Clear Island Waters"
751360902,Primary,Active,"Bermuda St (Southport-Burleigh Rd), Mermaid Waters/Clear Island Waters"
751361301,Primary,Active,"Nerang-Broadbeach Rd, Clear Island Waters/Broadbeach Waters"
751361501,Primary,Active,"Hooker Bvd, Mermaid Waters/Broadbeach Waters"
751362001,Primary,Active,"Bermuda St (Southport-Burleigh Rd), Broadbeach Waters"
751362003,Primary,Active,"Rio Vista Bvd, Broadbeach Waters"
751362401,Public Complaint,Active,"Campbell St, Bundall"
751362402,Public Complaint,Active,"Allawah St, Bundall"
751362501,Primary,Active,"Salerno St, Surfers Paradise"
751371101,Primary,Active,"Sunshine Bvd, Broadbeach Waters"
751372101,School,Active,"Via Roma, Surfers Paradise"
753490001,Primary,Active,"Cunningham Hwy, Thane"
753560002,Primary,Active,"Cunningham Hwy, Clintonvale"
753730001,Primary,Active,"Mt Lindesay Hwy, Laravale/Tamrookum  "
753780001,Primary,Active,"Beechmont Rd, Beechmont"
753810401,Primary,Active,"Hardys Rd, Mudgeeraba"
753810501,Primary,Active,"Bonogin Rd, Mudgeeraba"
753811001,School,Active,"Somerset Dr, Mudgeeraba"
753811002,School,Active,"Somerset Dr, Mudgeeraba"
753811003,Primary,Active,"Somerset Dr, Mudgeeraba"
753811401,Primary,Active,"Franklin Dr (Gold Coast-Springbrook Rd), Mudgeeraba"
753811501,Stake Holder,Active,"Pacific Mwy, Mudgeeraba"
753811502,Primary,Active,"Pacific Mwy, Mudgeeraba"
753811801,School,Active,"Old Coach Rd, Mudgeeraba/Tallai"
753811802,Public Complaint,Active,"Tallai Rd, Tallai"
753811803,Public Complaint,Active,"Old Coach Rd, Mudgeeraba/Tallai"
753812002,Primary,Active,"Pacific Mwy, Robina"
753812401,Primary,Active,"Pacific Mwy, Mudgeeraba"
753812402,Primary,Active,"Mudgeeraba Rd, Mudgeeraba/Tallai"
753820201,Primary,Active,"Pacific Mwy, Mudgeeraba"
753820301,School,Active,"Gemvale Rd, Reedy Creek"
753820302,Primary,Active,"Gemvale Rd, Reedy Creek"
753820501,Public Complaint,Active,"Mattocks Rd, Varsity Lakes/Burleigh Waters"
753820502,Primary,Active,"Grevillea Dr, Varsity Lakes"
753820601,School,Active,"Somerset Dr, Mudgeeraba"
753820702,Primary,Active,"Pacific Mwy, Robina"
753820901,School,Active,"Christine Ave, Varsity Lakes"
753820902,Primary,Active,"Christine Ave, Varsity Lakes"
753821001,Primary,Active,"Silvabank Dr, Varsity Lakes"
753821002,Public Complaint,Active,"Mattocks Rd, Varsity Lakes/Burleigh Waters"
753821501,Primary,Active,"Bermuda St (Southport-Burleigh Rd), Burleigh Waters/Varsity Lakes"
753821701,Primary,Active,"Robina Pkwy, Robina"
753821801,Primary,Active,"Ron Penhaligon Way, Robina"
753821901,Primary,Active,"Cottesloe Dr, Robina"
753822001,Primary,Active,"Bermuda St (Southport-Burleigh Rd) , Burleigh Waters/Mermaid Waters/Robina"
753822301,Primary,Active,"Robina Pkwy, Robina"
753822401,Primary,Active,"Ron Penhaligon Way, Robina"
753822501,Primary,Active,"Bermuda St (Southport-Burleigh Rd), Robina/Mermaid Waters"
753822502,Primary,Active,"Rio Vista Bvd, Mermaid Waters"
753830201,Public Complaint,Active,"Tabilban St, Burleigh Heads"
753830202,Primary,Active,"West Burleigh Rd, Burleigh Heads/Burleigh Waters"
753830601,Primary,Active,"Christine Ave, Burleigh Waters"
753830701,Primary,Active,"Dunlin Dr, Burleigh Waters"
753832101,Primary,Active,"Sunshine Bvd, Mermaid Waters"
753832102,Primary,Active,"Pacific Ave, Miami"
755980001,School,Active,"Leyburn-Cunningham Rd, Wheatvale"
755990001,Primary,Active,"Cunningham Hwy, Allan"
756000001,Primary,Active,"Warwick-Allora Rd, Rosehill"
756010001,Primary,Active,"Cunningham Hwy, Womina"
756010201,Primary,Active,"Rosehill Rd, Warwick"
756010301,School,Active,"Horsman Rd, Warwick"
756010401,Stake Holder,Active,"Freestone Rd, Warwick"
756010402,Stake Holder,Active,"Alexandra Dr, Warwick"
756020001,Public Complaint,Active,"Freestone Rd, Sladevale"
756140001,School,Active,"Boonah-Rathdowney Rd, Maroon"
756272401,Primary,Active,"Hardys Rd, Mudgeeraba"
756280001,Primary,Active,"Tolga Rd, Bonogin"
756280501,Public Complaint,Active,"Trees Rd, Tallebudgera "
756281001,Primary,Active,"Tallebudgera Connection Rd, Tallebudgera"
